sensor_id,latitude,longitude,road_name
S63,12.997616087648296,77.56683057103024,Road_458
S64,12.91543056525018,77.59653804378218,Road_281
S65,12.907589587974533,77.55492483712004,Road_365
S66,12.934281318642325,77.5497865315308,Road_423
S67,12.903836963646343,77.53851453655575,Road_381
S68,12.937931878563317,77.55804424332156,Road_147
S69,12.962052746197052,77.54064528093895,Road_371
S70,12.96496122590999,77.59141796018274,Road_382
S71,12.912285470719945,77.58515875817801,Road_228
S72,12.933599093830608,77.51986620593033,Road_88
S73,12.962127359002436,77.56230822504816,Road_362
S74,12.958255676854803,77.5321161879803,Road_324
S75,12.908070555327077,77.57287231892592,Road_252
S76,12.996493638807502,77.50196435788322,Road_288
S77,12.949312437324075,77.54796744223387,Road_61
S78,12.98038225986062,77.59033307366755,Road_341
S79,12.931868008910904,77.58998307277551,Road_472
S80,12.93628449374059,77.52149198608004,Road_454
S81,12.972021798347496,77.5629848277558,Road_385
S82,12.926799007856088,77.59218039230106,Road_498
S83,12.99477564685154,77.54189349872587,Road_203
S84,12.972807572047417,77.56185442560135,Road_319
S85,12.929626635751692,77.55568268077201,Road_181
S86,12.969099666357264,77.5026652692428,Road_381
S87,12.94160024830081,77.53238990419923,Road_170
S88,12.969932784046534,77.5521633667049,Road_48
S89,12.973018164284277,77.53119149246442,Road_162
S90,12.968577669012186,77.53234999804589,Road_232
S91,12.92936158587835,77.51899779594201,Road_440
S92,12.9379362913338,77.5046038157865,Road_408
S93,12.904860182510554,77.58242127120079,Road_483
S94,12.990639955895144,77.59231840165644,Road_480
S95,12.919334207144473,77.51688706474737,Road_265
S96,12.94013313406544,77.55430911527128,Road_312
S97,12.95327435440357,77.52664966199508,Road_457
S98,12.90039920694497,77.57885602625008,Road_436
S99,12.98045177392966,77.5284828588927,Road_428
S100,12.923459202138671,77.52005097463405,Road_322
S101,12.951956850207466,77.56973842809428,Road_182
S102,12.961664773590893,77.56906259833897,Road_85
S103,12.90919601384456,77.59232208286004,Road_61
S104,12.950990680663304,77.57413128748712,Road_338
S105,12.968055149530429,77.57185320657473,Road_26
S106,12.982288520526495,77.51856214343601,Road_264
S107,12.937715901930293,77.53162351812334,Road_288
S108,12.954671704611505,77.54706725918064,Road_488
S109,12.999468786781422,77.51114721440541,Road_257
S110,12.935233932259262,77.5414272644689,Road_450
S111,12.957950357974074,77.57584667339995,Road_414
S112,12.967240652297319,77.56287778151196,Road_205
S113,12.959845514111063,77.54474992396185,Road_474
S114,12.981800524053765,77.58678203525014,Road_162
S115,12.950111074742201,77.59437457812649,Road_301
S116,12.98090074605109,77.55916128450167,Road_438
S117,12.943220377814356,77.59443798393252,Road_420
S118,12.980645847550752,77.58713688454232,Road_13
S119,12.986952680704228,77.5659182803864,Road_46
S120,12.910166751014255,77.57991689042859,Road_252
S121,12.916357505112343,77.51622308027328,Road_371
S122,12.951309453016476,77.51352456839598,Road_263
S123,12.97709220499642,77.52271692506075,Road_152
S124,12.99976033764829,77.56872372028518,Road_198
S125,12.901793421608204,77.53553757675067,Road_219
S126,12.900767803357768,77.51447097955122,Road_406
S127,12.90434856812787,77.55967742142373,Road_210
S128,12.916808015053673,77.51738836078174,Road_492
S129,12.927314281947641,77.59827748259335,Road_375
S130,12.937877105504844,77.57264519498784,Road_431
S131,12.912246628402242,77.5830079143014,Road_333
S132,12.91718377215066,77.57473877828403,Road_492
S133,12.954835942132634,77.59603922446115,Road_149
S134,12.9439108228782,77.54590396427763,Road_235
S135,12.957733466060374,77.52501625521009,Road_288
S136,12.950501411090363,77.5073631193804,Road_150
S137,12.922779949416963,77.51284653115245,Road_402
S138,12.925456345006044,77.5837208589983,Road_161
S139,12.960641289050326,77.54063943880232,Road_81
S140,12.925304047579223,77.52942780781095,Road_399
S141,12.926338000410222,77.55061475551257,Road_76
S142,12.977388021536639,77.50868648861855,Road_13
S143,12.93530379817252,77.55508352148993,Road_189
S144,12.997155600927375,77.52597344161164,Road_369
S145,12.94628025614971,77.53902635055907,Road_119
S146,12.974799650098127,77.58284253307396,Road_43
S147,12.98012013061671,77.53947772130175,Road_61
S148,12.95634041631941,77.56927761734505,Road_223
S149,12.946717260354708,77.52059644634654,Road_81
S150,12.952531929698198,77.51918160702519,Road_460
S151,12.931542057905322,77.5439328866631,Road_259
S152,12.986535749030548,77.5114103535717,Road_433
S153,12.905318458281807,77.53007983977922,Road_136
S154,12.960772424683642,77.58099598057967,Road_445
S155,12.960400384093617,77.5123119118435,Road_25
S156,12.991051030237054,77.53430910136355,Road_274
S157,12.90943893837404,77.56407758586388,Road_487
S158,12.974207030921399,77.5549654652405,Road_157
S159,12.940032637155237,77.58395493166452,Road_486
S160,12.975486881008441,77.53197935340928,Road_422
S161,12.938287088715205,77.50472844468287,Road_276
S162,12.961369713707246,77.55845976170401,Road_195
S163,12.93995470933031,77.56709478692741,Road_132
S164,12.977028690599562,77.54679988113054,Road_482
S165,12.95485852017331,77.5034705905683,Road_94
S166,12.954006206496963,77.55795854034596,Road_52
S167,12.982401301529707,77.55990790667565,Road_438
S168,12.90605794773633,77.5510640907556,Road_161
S169,12.942089122888902,77.53418005248088,Road_111
S170,12.929681704036131,77.59351598983419,Road_40
S171,12.94355321249351,77.56102466728905,Road_341
S172,12.949874381887144,77.53463838730387,Road_251
S173,12.91091168720949,77.50179700829038,Road_59
S174,12.951400951386274,77.50673632596931,Road_355
S175,12.933637647279193,77.52175148684057,Road_226
S176,12.928693629284451,77.58892394689086,Road_360
S177,12.950634483752856,77.54861899994468,Road_377
S178,12.985333340530534,77.58357973057856,Road_175
S179,12.959943618909959,77.51683886820035,Road_64
S180,12.966058816575236,77.55220970530883,Road_442
S181,12.938871012282533,77.5871097470999,Road_396
S182,12.956053499339085,77.51546377312461,Road_233
S183,12.939083918958342,77.57590283733495,Road_456
S184,12.949709414480687,77.52702593771622,Road_254
S185,12.925341053476352,77.58981093971869,Road_253
S186,12.962354588024331,77.593263501383,Road_348
S187,12.95391890250896,77.55944360743834,Road_25
S188,12.907040523979123,77.53876517554824,Road_274
S189,12.963950020219851,77.58346375315399,Road_244
S190,12.989676318960983,77.50167421959102,Road_133
S191,12.98886961727368,77.5543206902689,Road_94
S192,12.912904562709913,77.57923411157087,Road_185
S193,12.982222328290693,77.53358747460203,Road_369
S194,12.99032786602649,77.50452358728111,Road_306
S195,12.99177166503907,77.5216877064585,Road_318
S196,12.926153050104734,77.59311491399912,Road_412
S197,12.998002777455756,77.56743020702044,Road_7
S198,12.94856584089167,77.56530875932437,Road_143
S199,12.916910021311665,77.56247160602409,Road_315
S200,12.987361785786275,77.58176524294312,Road_24
S201,12.965345483653811,77.56566597861583,Road_300
S202,12.90875353179671,77.52173222649324,Road_273
S203,12.92259028153733,77.59935233231757,Road_342
S204,12.973715705187546,77.55159871355121,Road_269
S205,12.981776666322688,77.50883285316928,Road_308
S206,12.934131716997406,77.58098846868877,Road_287
S207,12.963285130210794,77.52535455869719,Road_196
S208,12.91262246846732,77.52941643105734,Road_3
S209,12.90304515728742,77.56018340802927,Road_54
S210,12.920796198438914,77.57059016856088,Road_136
S211,12.955204961464133,77.56832137488513,Road_413
S212,12.916452584842526,77.52930080524399,Road_429
S213,12.984868651139573,77.56358007866407,Road_379
S214,12.92029224993518,77.54207589027094,Road_401
S215,12.942488611537199,77.59389787031373,Road_270
S216,12.964712979894076,77.5711805946962,Road_426
S217,12.973533594845987,77.5783963473202,Road_54
S218,12.915164042675128,77.52737311536823,Road_335
S219,12.998004350435275,77.56535747507111,Road_433
S220,12.963759959442438,77.50907055598418,Road_327
S221,12.920459283353745,77.58206726075294,Road_158
S222,12.929654603717868,77.56189634735185,Road_226
S223,12.955849687798663,77.55570230442532,Road_143
S224,12.942232425407344,77.53565359013643,Road_87
S225,12.991280683477985,77.57831998659628,Road_3
S226,12.949941743426145,77.59411535136039,Road_444
S227,12.997128662995301,77.57854808021764,Road_162
S228,12.902491668379254,77.56092519364877,Road_19
S229,12.974853144945499,77.57618160881042,Road_111
S230,12.987804200271336,77.51245646840785,Road_431
S231,12.937985314728424,77.57697390627553,Road_48
S232,12.966805422047821,77.59969535648938,Road_199
S233,12.994957260277719,77.5765583049003,Road_35
S234,12.999846906382695,77.52063613583049,Road_87
S235,12.988127656893518,77.58962024777917,Road_184
S236,12.966672155599126,77.51814709272236,Road_38
S237,12.970788516248879,77.51670615854059,Road_418
S238,12.965713640152204,77.57805496321859,Road_169
S239,12.984276102087474,77.57526503731478,Road_109
S240,12.96347068579731,77.50829005690434,Road_128
S241,12.914262665634734,77.53134129195664,Road_47
S242,12.930336150853545,77.57742270217588,Road_430
S243,12.92387247121025,77.53471359999374,Road_198
S244,12.957139279517067,77.56554565639748,Road_457
S245,12.961161946061686,77.55817215718777,Road_466
S246,12.911824296581473,77.59548229078582,Road_168
S247,12.930258707385937,77.57487092710173,Road_14
S248,12.984605918311821,77.59030599219108,Road_15
S249,12.909733384864396,77.59846011855709,Road_25
S250,12.974232210776519,77.52124331367824,Road_77
S251,12.970581275272522,77.59647977869544,Road_451
S252,12.961860985628435,77.53890321065778,Road_334
S253,12.921556041939388,77.57886450510041,Road_435
S254,12.97993087031722,77.53165310696846,Road_202
S255,12.948541149901141,77.5508822692559,Road_323
S256,12.909664539909446,77.54052357413488,Road_103
S257,12.944027030233686,77.51768633417193,Road_60
S258,12.990249619952683,77.55737986076763,Road_316
S259,12.937751113526671,77.56008483368718,Road_370
S260,12.97583612583117,77.54430555382471,Road_323
S261,12.958228536300336,77.57425965351196,Road_117
S262,12.954792257235232,77.5301207809067,Road_428
S263,12.989544546720417,77.59535196131561,Road_55
S264,12.953206874443536,77.52288185755853,Road_408
S265,12.905062814042669,77.57973840178809,Road_403
S266,12.984558604944988,77.58705502840868,Road_317
S267,12.94268621510848,77.54597686365283,Road_432
S268,12.96237332821615,77.54561369666716,Road_477
S269,12.95259829860576,77.56598410019483,Road_66
S270,12.96369441889146,77.58782805119674,Road_45
S271,12.91432549666965,77.57491680354974,Road_371
S272,12.921694625207207,77.58624761327789,Road_4
S273,12.949502095884286,77.57594786996765,Road_348
S274,12.941411943180983,77.58759441188954,Road_56
S275,12.958195471235287,77.56389828567657,Road_29
S276,12.918153109470616,77.55879225872994,Road_253
S277,12.960399171122457,77.50325233247206,Road_38
S278,12.912014499633925,77.5443728120385,Road_4
S279,12.984629405136525,77.59837399934779,Road_357
S280,12.995384091470077,77.5345127296533,Road_312
S281,12.98543396151183,77.59821603206225,Road_104
S282,12.964656857829109,77.52222845987986,Road_81
S283,12.943671150942784,77.5194999702062,Road_36
S284,12.98834630393194,77.51995273169928,Road_84
S285,12.958032281671853,77.52585494455427,Road_27
S286,12.944645581919909,77.5927735311573,Road_460
S287,12.969986061586425,77.52490884134302,Road_232
S288,12.955380097303458,77.54739553272853,Road_487
S289,12.971503835806775,77.59033244461638,Road_236
S290,12.945630391346862,77.59001359421386,Road_293
S291,12.942282920354,77.58692266201463,Road_46
S292,12.972276467435439,77.510979779896,Road_423
S293,12.927732202339728,77.53571312810024,Road_241
S294,12.91078008220313,77.56062437786161,Road_258
S295,12.962552942984887,77.5896275072372,Road_111
S296,12.90849087450983,77.53560104556708,Road_434
S297,12.94754031908722,77.50263789021052,Road_423
S298,12.907057841029312,77.59020911801636,Road_140
S299,12.91034408635987,77.58661615174975,Road_138
S300,12.973037512541191,77.58408916978266,Road_278
S301,12.974098105404467,77.55619729611722,Road_35
S302,12.986547445544376,77.53246520401277,Road_307
S303,12.978711841275956,77.58709685408093,Road_492
S304,12.901417533541338,77.51611169656083,Road_362
S305,12.902565638480594,77.58444213697217,Road_427
S306,12.980577717015318,77.50700635786059,Road_142
S307,12.908643229413402,77.56115827320629,Road_353
S308,12.985260590347004,77.54343950277095,Road_298
S309,12.97063800722725,77.5116787591173,Road_246
S310,12.999995467894648,77.50794482947525,Road_261
S311,12.902727517810412,77.51847778950794,Road_152
S312,12.974956469556217,77.542517394826,Road_232
S313,12.929931837233617,77.51291713830052,Road_325
S314,12.950713800894057,77.54770471074062,Road_382
S315,12.98379902869711,77.53170684342099,Road_122
S316,12.948854535679146,77.57471350526264,Road_44
S317,12.933740996077809,77.51741422677301,Road_392
S318,12.92487784859923,77.5388688012355,Road_118
S319,12.984839672986764,77.57433483796827,Road_29
S320,12.993009961458775,77.59331250803464,Road_235
S321,12.92544736230615,77.53322279156531,Road_338
S322,12.912464551833166,77.56742313481392,Road_311
S323,12.992969994184639,77.54105679969885,Road_320
S324,12.979495853445169,77.55520379064743,Road_483
S325,12.919165977321954,77.50846239341644,Road_271
S326,12.98305275382438,77.58727597290746,Road_283
S327,12.984014510574504,77.57163054733641,Road_151
S328,12.934294764674057,77.53230168364541,Road_311
S329,12.997498356513395,77.58888271956877,Road_132
S330,12.99347636229417,77.50420112502091,Road_165
S331,12.958617036775632,77.53785434523567,Road_244
S332,12.929420685111438,77.5696497989219,Road_487
S333,12.97472170224762,77.59081925238318,Road_276
S334,12.924893230022244,77.51698813253032,Road_350
S335,12.91846743286746,77.50147961010659,Road_52
S336,12.999670793089985,77.5567747838311,Road_110
S337,12.930719140563863,77.55470970004829,Road_289
S338,12.95474056401417,77.54773104413741,Road_165
S339,12.912107267603805,77.57018658368204,Road_257
S340,12.964076041756774,77.50084922464302,Road_336
S341,12.990519369775349,77.59139937431142,Road_29
S342,12.971851329533582,77.52658538656122,Road_334
S343,12.901188906447116,77.54606036128939,Road_463
S344,12.980542410167008,77.57861686053045,Road_130
S345,12.903215387725206,77.55745509248196,Road_479
S346,12.91565767140054,77.59943887226373,Road_251
S347,12.976312934972762,77.54402456578075,Road_96
S348,12.90629839182203,77.5050501289987,Road_494
S349,12.92342531436315,77.50820928630067,Road_398
S350,12.990591117182733,77.5090915978298,Road_95
S351,12.94445799513215,77.53085199276971,Road_128
S352,12.924483614362064,77.57690938277759,Road_396
S353,12.93294917527354,77.59667080115918,Road_227
S354,12.967878866870745,77.54272472011503,Road_108
S355,12.963103779698434,77.5887244742833,Road_364
S356,12.950503552501297,77.56113337429169,Road_362
S357,12.929176376770139,77.55879486368856,Road_33
S358,12.952110254114283,77.57089172957153,Road_340
S359,12.9782984474053,77.55969946491712,Road_394
S360,12.939112944128759,77.58302511575803,Road_427
S361,12.994286397667995,77.5888580867964,Road_117
S362,12.910384759922486,77.57569202434296,Road_376
S363,12.941453750184326,77.54199997959945,Road_156
S364,12.924838100110419,77.51384232691215,Road_292
S365,12.941951916264777,77.57071593364655,Road_274
S366,12.950813106200144,77.54785178767911,Road_16
S367,12.924763397670818,77.50922750821752,Road_386
S368,12.928293381990086,77.55778442445832,Road_187
S369,12.938023608746649,77.56131759064715,Road_321
S370,12.910629754882267,77.52078646632333,Road_42
S371,12.990516230585177,77.51605559234167,Road_52
S372,12.921945963662946,77.58935822738493,Road_100
S373,12.950513472171716,77.50807836725731,Road_111
S374,12.929297336118308,77.52343545627258,Road_352
S375,12.907904042316128,77.53390765667763,Road_233
S376,12.984209828488682,77.50868641587478,Road_244
S377,12.928577957729647,77.56191001727083,Road_483
S378,12.931630033579768,77.52352084767301,Road_140
S379,12.944981862929877,77.50717008578812,Road_444
S380,12.934199885959407,77.56582955743778,Road_194
S381,12.934895610023798,77.50127786263373,Road_17
S382,12.9505198658051,77.53109317635075,Road_81
S383,12.995590448413669,77.53371142892072,Road_298
S384,12.918241051433762,77.57307400597168,Road_350
S385,12.967401459172843,77.54420257542803,Road_361
S386,12.954944340555596,77.50157088346998,Road_19
S387,12.964389224804673,77.52942028201196,Road_70
S388,12.985074796766275,77.5543227191987,Road_369
S389,12.97178394346298,77.51210108836328,Road_160
S390,12.925970905568844,77.52042444848544,Road_159
S391,12.996973826928459,77.54904645962195,Road_491
S392,12.921920188920959,77.51953524886011,Road_191
S393,12.941228449569925,77.5509511409347,Road_268
S394,12.934270559394426,77.58235096254252,Road_441
S395,12.972647981991443,77.58029219262946,Road_82
S396,12.993184978840846,77.54013072021493,Road_161
S397,12.990536037652097,77.54670808713733,Road_355
S398,12.948783148645061,77.59445169698499,Road_343
S399,12.913896264259968,77.53027982403205,Road_332
S400,12.968664424145064,77.51533046519214,Road_22
S401,12.97537883707919,77.57012006646933,Road_384
S402,12.964603645004459,77.58684398702994,Road_460
S403,12.908278549767259,77.58892720939674,Road_405
S404,12.994009781419964,77.58723446412216,Road_485
S405,12.997817313420587,77.56542988104042,Road_265
S406,12.929444172221684,77.56727374455626,Road_152
S407,12.95403346067275,77.52955203708292,Road_152
S408,12.995073065591278,77.5487264680133,Road_451
S409,12.917828699226494,77.53653903278308,Road_281
S410,12.954459598377163,77.53224203311657,Road_237
S411,12.99363792973295,77.52778773563483,Road_373
S412,12.991037121509104,77.57739430163731,Road_299
S413,12.968270744095216,77.57259970613975,Road_370
S414,12.996935781972818,77.53161564564839,Road_181
S415,12.939088967391651,77.57834304365265,Road_353
S416,12.964277612945088,77.50960016245891,Road_409
S417,12.96528090374373,77.52978063510616,Road_139
S418,12.941330456375152,77.59364940313162,Road_159
S419,12.97699775776664,77.53278911848892,Road_11
S420,12.984350886488368,77.50057039890315,Road_124
S421,12.975057137950593,77.51458848868131,Road_327
S422,12.931585889627732,77.53634869265849,Road_303
S423,12.979457660586782,77.53974435692562,Road_453
S424,12.913834534187997,77.55737225964528,Road_3
S425,12.964714006031189,77.57443292590571,Road_481
S426,12.974948576329453,77.51321336892235,Road_254
S427,12.926222198018763,77.57340049805471,Road_318
S428,12.984614738987068,77.53058131153608,Road_364
S429,12.969921332399878,77.52803997530387,Road_157
S430,12.953009270730771,77.56213767203482,Road_446
S431,12.926946829108362,77.55947284919782,Road_83
S432,12.986219672394462,77.59612173299665,Road_217
S433,12.902303351998034,77.55448845876431,Road_155
S434,12.959410970058087,77.58011035046032,Road_481
S435,12.935598061739137,77.579244668512,Road_93
S436,12.911741597109296,77.5537820671299,Road_300
S437,12.926236357561217,77.53120999113975,Road_238
S438,12.931104769813075,77.57649345763359,Road_375
S439,12.941389302304744,77.51325650501086,Road_322
S440,12.932327188342615,77.51207273738444,Road_9
S441,12.90454098403148,77.55731660983379,Road_132
S442,12.913932220396354,77.54507453466039,Road_497
S443,12.99710492837644,77.5292467204068,Road_176
S444,12.9484689086737,77.5218372162662,Road_388
S445,12.921317155933606,77.59761332012565,Road_451
S446,12.979154332320197,77.56897900797969,Road_224
S447,12.934457148006638,77.55549449193501,Road_424
S448,12.914023776870897,77.54492187996286,Road_236
S449,12.941235202995006,77.5547489819284,Road_72
S450,12.938701369004672,77.57185715210679,Road_120
S451,12.905024308008853,77.57819444598869,Road_332
S452,12.928700167286545,77.54208017690841,Road_462
S453,12.998608416341312,77.55932788623082,Road_491
S454,12.914263863200786,77.58590081556358,Road_2
S455,12.989704276844886,77.57540132311314,Road_239
S456,12.913825013471119,77.53586040226918,Road_89
S457,12.979884714925953,77.51686058621756,Road_107
S458,12.944967383100431,77.59609866325889,Road_107
S459,12.966738938277409,77.5769708456298,Road_214
S460,12.991406874841346,77.58617906182383,Road_453
S461,12.989070684895744,77.50901901358762,Road_49
S462,12.943384606941917,77.53248602077983,Road_313
S463,12.961055447745094,77.5950325996531,Road_478
S464,12.918249818399381,77.51845286180496,Road_19
S465,12.944490029316807,77.52457719056211,Road_294
S466,12.936123442871116,77.56898401536935,Road_69
S467,12.982410233259278,77.51678073529989,Road_419
S468,12.933328840087936,77.52799325826194,Road_97
S469,12.909886523319953,77.51351772478945,Road_306
S470,12.99143041835298,77.51913861450804,Road_339
S471,12.919983849040792,77.56330510770248,Road_289
S472,12.964094846339451,77.53182370665871,Road_192
S473,12.917280807047534,77.57465126564144,Road_239
S474,12.981396542270438,77.53078627970011,Road_295
S475,12.942361389341277,77.53302786801923,Road_415
S476,12.986389096462961,77.53383846835165,Road_208
S477,12.954505451160033,77.52929476810893,Road_206
S478,12.903949827793733,77.56370058627719,Road_485
S479,12.945607425651774,77.55212699064961,Road_489
S480,12.984069622008374,77.51426701236286,Road_155
S481,12.922905865366637,77.51680111867778,Road_193
S482,12.968979928797088,77.53935949454213,Road_380
S483,12.957197269993317,77.5580347053323,Road_249
S484,12.996561886308395,77.50233547175527,Road_366
S485,12.990592501961517,77.59569930506052,Road_358
S486,12.90398536135511,77.54526034278356,Road_185
S487,12.928379685331162,77.54713955922571,Road_465
S488,12.916280332129473,77.53777128566816,Road_340
S489,12.933004882401804,77.5687881555398,Road_218
S490,12.926832640957112,77.5438433996086,Road_3
S491,12.92732254276551,77.5512389521844,Road_117
S492,12.965649759052031,77.57722482557878,Road_122
S493,12.952423172676896,77.59543079654371,Road_60
S494,12.92405572519644,77.57185954420076,Road_469
S495,12.931511026608115,77.59710124005836,Road_453
S496,12.92250367886995,77.57537696605974,Road_321
S497,12.942445131639678,77.5423130226908,Road_425
S498,12.929272377664114,77.58290969124086,Road_223
S499,12.93844210671096,77.58865661916424,Road_261
S500,12.922219391352032,77.57196014906798,Road_49
S501,12.920966050504125,77.5141642733173,Road_454
S502,12.901091533257711,77.57304860468732,Road_37
S503,12.949056994057603,77.54405571019154,Road_89
S504,12.914706234514906,77.55488976427107,Road_10
S505,12.959670298287348,77.5066719329195,Road_149
S506,12.989805751223704,77.59020359005146,Road_466
S507,12.945143701942776,77.51361337641563,Road_457
S508,12.994338459832502,77.55643668666349,Road_369
S509,12.982969458121007,77.50640543204663,Road_354
S510,12.96155978493036,77.51306506383608,Road_149
S511,12.958134343075335,77.51066027372315,Road_311
S512,12.920851941793213,77.5149905289173,Road_354
S513,12.937436069051213,77.57590601788961,Road_416
S514,12.958363499356498,77.58966102362216,Road_201
S515,12.949877918835597,77.53906138605382,Road_441
S516,12.92685705129503,77.57983938953241,Road_28
S517,12.906797441699236,77.52351355356949,Road_426
S518,12.906413213467811,77.54020310798857,Road_289
S519,12.997936246788024,77.52510912282281,Road_33
S520,12.950066811957957,77.54090363856146,Road_409
S521,12.944611108798073,77.50329069989851,Road_311
S522,12.921716873629313,77.56631943816535,Road_57
S523,12.914698397035805,77.59124105793583,Road_106
S524,12.916301906609103,77.55738288038948,Road_491
S525,12.949719671814812,77.52046486810505,Road_242
S526,12.975483884945948,77.54852036754363,Road_253
S527,12.945978441808746,77.5335098234097,Road_303
S528,12.917644513326767,77.59130410736412,Road_161
S529,12.908579162941113,77.59947445460891,Road_347
S530,12.98704103586048,77.56810176963293,Road_289
S531,12.993672185708766,77.51215545609094,Road_495
S532,12.936070834093472,77.51648388156237,Road_37
S533,12.975514192283779,77.52348678099432,Road_74
S534,12.905190431591482,77.52602803989912,Road_422
S535,12.906072816932301,77.5178172875243,Road_249
S536,12.922185968050297,77.5146702173608,Road_31
S537,12.984571592838373,77.58129579721047,Road_61
S538,12.979285007841776,77.55338309568252,Road_219
S539,12.977288112642531,77.56765195186588,Road_164
S540,12.967160838627729,77.59578511524809,Road_259
S541,12.967728975222785,77.55146273322103,Road_140
S542,12.939147299041696,77.59614470672767,Road_120
S543,12.998279200843381,77.50754339491007,Road_154
S544,12.981970352150613,77.59828329299265,Road_13
S545,12.939827040401662,77.54510225111179,Road_217
S546,12.987550856946681,77.5107495915237,Road_106
S547,12.99661734992452,77.50922532867502,Road_30
S548,12.940843325801692,77.50841133702419,Road_313
S549,12.937371221541335,77.58655705501474,Road_408
S550,12.961045877484372,77.5981311653337,Road_298
S551,12.911573785010459,77.54818850368738,Road_202
S552,12.917775915041014,77.58778700180869,Road_494
S553,12.951242495276858,77.56397528973748,Road_124
S554,12.973748716748561,77.50334154290114,Road_486
S555,12.953570505613339,77.52019024913285,Road_16
S556,12.952138022312846,77.50029964176302,Road_242
S557,12.965948021633045,77.53036808184619,Road_131
S558,12.928287748104363,77.55893254467689,Road_333
S559,12.906241527797757,77.53392817109575,Road_271
S560,12.920557567426293,77.53857911849384,Road_76
S561,12.947282038320477,77.58792316076487,Road_479
S562,12.9635581432099,77.51757030583093,Road_370
S563,12.929087115040764,77.59007020516705,Road_418
S564,12.961554186421969,77.50663619270435,Road_104
S565,12.908777671435052,77.54158691907882,Road_343
S566,12.925151402935953,77.50490620651946,Road_447
S567,12.916238747103915,77.51586421526267,Road_93
S568,12.989755676437824,77.59055669666276,Road_203
S569,12.909482964315512,77.53053807520716,Road_327
S570,12.950323178381549,77.57178205132867,Road_91
S571,12.929744782012472,77.51970281742902,Road_236
S572,12.976120703797404,77.52802777476595,Road_387
S573,12.997767102985119,77.56696636756672,Road_110
S574,12.969978916508257,77.55037955213615,Road_264
S575,12.99956038060431,77.57435610297817,Road_108
S576,12.999871967798027,77.50825016047281,Road_353
S577,12.946454230516801,77.53336712373618,Road_165
S578,12.9755393849628,77.51823235186197,Road_284
S579,12.998999068740554,77.52623088475566,Road_62
S580,12.95040640666679,77.56860768976168,Road_459
S581,12.96626706365922,77.5145189052452,Road_492
S582,12.929945140012256,77.57115221173456,Road_353
