timestamp,sensor_id,flow,speed,occupancy
2025-01-01 08:15:00,S2,103,60,0.87
2025-01-01 08:20:00,S2,99,38,0.28
2025-01-01 08:25:00,S2,51,31,0.41
2025-01-01 08:30:00,S2,87,21,0.18
2025-01-01 08:35:00,S2,189,59,0.46
2025-01-01 08:40:00,S2,85,70,0.25
2025-01-01 08:45:00,S2,146,22,0.27
2025-01-01 08:50:00,S2,139,49,0.9
2025-01-01 08:55:00,S2,84,20,0.85
2025-01-01 09:00:00,S2,162,60,0.33
2025-01-01 09:05:00,S2,57,46,0.59
2025-01-01 09:10:00,S2,178,64,0.14
2025-01-01 09:15:00,S2,81,26,0.19
2025-01-01 09:20:00,S2,68,65,0.6
2025-01-01 09:25:00,S2,134,30,0.47
2025-01-01 09:30:00,S2,52,66,0.42
2025-01-01 09:35:00,S2,76,57,0.49
2025-01-01 09:40:00,S2,120,25,0.54
2025-01-01 09:45:00,S2,163,66,0.79
2025-01-01 09:50:00,S2,115,25,0.43
2025-01-01 09:55:00,S2,82,45,0.46
2025-01-01 10:00:00,S2,67,23,0.52
2025-01-01 10:05:00,S2,67,29,0.36
2025-01-01 10:10:00,S2,162,32,0.7
2025-01-01 10:15:00,S2,71,30,0.19
2025-01-01 10:20:00,S2,199,55,0.4
2025-01-01 10:25:00,S2,93,34,0.17
2025-01-01 10:30:00,S2,53,47,0.36
2025-01-01 10:35:00,S2,145,31,0.88
2025-01-01 10:40:00,S2,160,41,0.7
2025-01-01 10:45:00,S2,177,25,0.75
2025-01-01 10:50:00,S2,164,66,0.34
2025-01-01 10:55:00,S2,128,55,0.61
2025-01-01 11:00:00,S2,101,42,0.49
2025-01-01 11:05:00,S2,69,60,0.63
2025-01-01 11:10:00,S2,66,65,0.38
2025-01-01 11:15:00,S2,64,27,0.61
2025-01-01 11:20:00,S2,116,31,0.39
2025-01-01 11:25:00,S2,141,53,0.44
2025-01-01 11:30:00,S2,200,48,0.3
2025-01-01 11:35:00,S2,75,67,0.18
2025-01-01 11:40:00,S2,174,33,0.32
2025-01-01 11:45:00,S2,55,40,0.36
2025-01-01 11:50:00,S2,166,58,0.21
2025-01-01 11:55:00,S2,178,50,0.86
2025-01-01 12:00:00,S2,80,39,0.49
2025-01-01 12:05:00,S2,87,37,0.2
2025-01-01 12:10:00,S2,119,33,0.4
2025-01-01 12:15:00,S2,145,46,0.73
2025-01-01 12:20:00,S2,137,60,0.14
2025-01-01 12:25:00,S2,116,44,0.29
2025-01-01 12:30:00,S2,87,40,0.7
2025-01-01 12:35:00,S2,97,23,0.35
2025-01-01 12:40:00,S2,61,63,0.8
2025-01-01 12:45:00,S2,145,66,0.86
2025-01-01 12:50:00,S2,187,47,0.74
2025-01-01 12:55:00,S2,175,43,0.87
2025-01-01 13:00:00,S2,73,30,0.34
2025-01-01 13:05:00,S2,162,23,0.67
2025-01-01 13:10:00,S2,122,29,0.7
2025-01-01 13:15:00,S2,107,52,0.74
2025-01-01 13:20:00,S2,186,32,0.51
2025-01-01 13:25:00,S2,194,24,0.51
2025-01-01 13:30:00,S2,169,24,0.38
2025-01-01 13:35:00,S2,67,20,0.29
2025-01-01 13:40:00,S2,95,39,0.87
2025-01-01 13:45:00,S2,113,49,0.53
2025-01-01 13:50:00,S2,60,32,0.47
2025-01-01 13:55:00,S2,75,64,0.31
2025-01-01 14:00:00,S2,76,51,0.77
2025-01-01 14:05:00,S2,100,54,0.36
2025-01-01 14:10:00,S2,77,35,0.38
2025-01-01 14:15:00,S2,174,67,0.34
2025-01-01 06:00:00,S3,134,38,0.69
2025-01-01 06:05:00,S3,163,25,0.58
2025-01-01 06:10:00,S3,183,51,0.49
2025-01-01 06:15:00,S3,135,39,0.48
2025-01-01 06:20:00,S3,52,22,0.78
2025-01-01 06:25:00,S3,183,59,0.45
2025-01-01 06:30:00,S3,124,45,0.47
2025-01-01 06:35:00,S3,86,37,0.6
2025-01-01 06:40:00,S3,141,60,0.73
2025-01-01 06:45:00,S3,124,69,0.13
2025-01-01 06:50:00,S3,119,41,0.74
2025-01-01 06:55:00,S3,100,51,0.9
2025-01-01 07:00:00,S3,72,35,0.37
2025-01-01 07:05:00,S3,127,23,0.6
2025-01-01 07:10:00,S3,108,28,0.59
2025-01-01 07:15:00,S3,183,53,0.45
2025-01-01 07:20:00,S3,196,32,0.33
2025-01-01 07:25:00,S3,83,62,0.86
2025-01-01 07:30:00,S3,64,51,0.49
2025-01-01 07:35:00,S3,133,55,0.42
2025-01-01 07:40:00,S3,63,49,0.19
2025-01-01 07:45:00,S3,197,65,0.46
2025-01-01 07:50:00,S3,64,48,0.66
2025-01-01 07:55:00,S3,161,59,0.67
2025-01-01 08:00:00,S3,170,42,0.86
2025-01-01 08:05:00,S3,57,58,0.7
2025-01-01 08:10:00,S3,130,24,0.88
2025-01-01 08:15:00,S3,137,33,0.58
2025-01-01 08:20:00,S3,184,54,0.64
2025-01-01 08:25:00,S3,85,24,0.54
2025-01-01 08:30:00,S3,77,54,0.13
2025-01-01 08:35:00,S3,157,22,0.45
2025-01-01 08:40:00,S3,105,59,0.6
2025-01-01 08:45:00,S3,148,50,0.13
2025-01-01 08:50:00,S3,147,32,0.26
2025-01-01 08:55:00,S3,102,48,0.57
2025-01-01 09:00:00,S3,106,50,0.3
2025-01-01 09:05:00,S3,156,29,0.15
2025-01-01 09:10:00,S3,144,41,0.43
2025-01-01 09:15:00,S3,82,32,0.49
2025-01-01 09:20:00,S3,128,24,0.72
2025-01-01 09:25:00,S3,97,63,0.34
2025-01-01 09:30:00,S3,140,42,0.24
2025-01-01 09:35:00,S3,102,63,0.56
2025-01-01 09:40:00,S3,106,30,0.25
2025-01-01 09:45:00,S3,164,64,0.47
2025-01-01 09:50:00,S3,132,29,0.17
2025-01-01 09:55:00,S3,178,63,0.71
2025-01-01 10:00:00,S3,134,27,0.53
2025-01-01 10:05:00,S3,141,42,0.28
2025-01-01 10:10:00,S3,156,69,0.23
2025-01-01 10:15:00,S3,53,46,0.7
2025-01-01 10:20:00,S3,139,66,0.12
2025-01-01 10:25:00,S3,144,64,0.83
2025-01-01 10:30:00,S3,116,25,0.84
2025-01-01 10:35:00,S3,150,33,0.46
2025-01-01 10:40:00,S3,184,43,0.24
2025-01-01 10:45:00,S3,189,22,0.35
2025-01-01 10:50:00,S3,174,36,0.11
2025-01-01 10:55:00,S3,166,21,0.22
2025-01-01 11:00:00,S3,71,32,0.17
2025-01-01 11:05:00,S3,122,56,0.34
2025-01-01 11:10:00,S3,189,39,0.67
2025-01-01 11:15:00,S3,167,55,0.33
2025-01-01 11:20:00,S3,52,32,0.65
2025-01-01 11:25:00,S3,132,46,0.53
2025-01-01 11:30:00,S3,148,67,0.58
2025-01-01 11:35:00,S3,159,68,0.15
2025-01-01 11:40:00,S3,159,61,0.73
2025-01-01 11:45:00,S3,120,30,0.84
2025-01-01 11:50:00,S3,98,23,0.25
2025-01-01 11:55:00,S3,139,34,0.22
2025-01-01 12:00:00,S3,50,62,0.17
2025-01-01 12:05:00,S3,154,58,0.77
2025-01-01 12:10:00,S3,56,54,0.39
2025-01-01 12:15:00,S3,191,30,0.41
2025-01-01 12:20:00,S3,131,45,0.51
2025-01-01 12:25:00,S3,185,36,0.43
2025-01-01 12:30:00,S3,154,68,0.51
2025-01-01 12:35:00,S3,52,55,0.73
2025-01-01 12:40:00,S3,140,53,0.54
2025-01-01 12:45:00,S3,191,50,0.79
2025-01-01 12:50:00,S3,109,21,0.34
2025-01-01 12:55:00,S3,173,50,0.48
2025-01-01 13:00:00,S3,55,64,0.48
2025-01-01 13:05:00,S3,61,70,0.73
2025-01-01 13:10:00,S3,81,46,0.18
2025-01-01 13:15:00,S3,139,46,0.27
2025-01-01 13:20:00,S3,93,20,0.7
2025-01-01 13:25:00,S3,169,69,0.67
2025-01-01 13:30:00,S3,52,27,0.34
2025-01-01 13:35:00,S3,127,45,0.52
2025-01-01 13:40:00,S3,150,55,0.48
2025-01-01 13:45:00,S3,170,70,0.29
2025-01-01 13:50:00,S3,124,24,0.63
2025-01-01 13:55:00,S3,56,64,0.79
2025-01-01 14:00:00,S3,90,62,0.72
2025-01-01 14:05:00,S3,153,40,0.61
2025-01-01 14:10:00,S3,58,35,0.66
2025-01-01 14:15:00,S3,82,43,0.55
2025-01-01 06:00:00,S4,81,32,0.63
2025-01-01 06:05:00,S4,189,39,0.14
2025-01-01 06:10:00,S4,90,39,0.18
2025-01-01 06:15:00,S4,96,23,0.68
2025-01-01 06:20:00,S4,59,49,0.56
2025-01-01 06:25:00,S4,106,68,0.47
2025-01-01 06:30:00,S4,200,69,0.89
2025-01-01 06:35:00,S4,153,69,0.5
2025-01-01 06:40:00,S4,115,35,0.87
2025-01-01 06:45:00,S4,159,41,0.54
2025-01-01 06:50:00,S4,143,48,0.52
2025-01-01 06:55:00,S4,155,36,0.2
2025-01-01 07:00:00,S4,85,49,0.53
2025-01-01 07:05:00,S4,138,53,0.57
2025-01-01 07:10:00,S4,53,22,0.42
2025-01-01 07:15:00,S4,137,30,0.72
2025-01-01 07:20:00,S4,91,39,0.83
2025-01-01 07:25:00,S4,164,51,0.84
2025-01-01 07:30:00,S4,130,27,0.11
2025-01-01 07:35:00,S4,200,58,0.74
2025-01-01 07:40:00,S4,173,47,0.67
2025-01-01 07:45:00,S4,110,43,0.2
2025-01-01 07:50:00,S4,89,50,0.51
2025-01-01 07:55:00,S4,78,46,0.35
2025-01-01 08:00:00,S4,112,31,0.37
2025-01-01 08:05:00,S4,145,38,0.6
2025-01-01 08:10:00,S4,130,54,0.33
2025-01-01 08:15:00,S4,105,25,0.47
2025-01-01 08:20:00,S4,198,42,0.69
2025-01-01 08:25:00,S4,91,39,0.41
2025-01-01 08:30:00,S4,134,33,0.87
2025-01-01 08:35:00,S4,149,67,0.78
2025-01-01 08:40:00,S4,184,66,0.48
2025-01-01 08:45:00,S4,86,58,0.47
2025-01-01 08:50:00,S4,54,68,0.65
2025-01-01 08:55:00,S4,153,68,0.84
2025-01-01 09:00:00,S4,172,64,0.7
2025-01-01 09:05:00,S4,151,21,0.86
2025-01-01 09:10:00,S4,198,28,0.28
2025-01-01 09:15:00,S4,168,54,0.42
2025-01-01 09:20:00,S4,113,45,0.18
2025-01-01 09:25:00,S4,156,48,0.45
2025-01-01 09:30:00,S4,80,49,0.86
2025-01-01 09:35:00,S4,185,44,0.82
2025-01-01 09:40:00,S4,104,25,0.81
2025-01-01 09:45:00,S4,74,37,0.32
2025-01-01 09:50:00,S4,103,36,0.74
2025-01-01 09:55:00,S4,100,32,0.57
2025-01-01 10:00:00,S4,122,37,0.66
2025-01-01 10:05:00,S4,78,31,0.88
2025-01-01 10:10:00,S4,99,29,0.6
2025-01-01 10:15:00,S4,170,25,0.17
2025-01-01 10:20:00,S4,119,41,0.74
2025-01-01 10:25:00,S4,95,27,0.79
2025-01-01 10:30:00,S4,74,55,0.19
2025-01-01 10:35:00,S4,102,37,0.58
2025-01-01 10:40:00,S4,196,44,0.55
2025-01-01 10:45:00,S4,118,26,0.2
2025-01-01 10:50:00,S4,100,55,0.24
2025-01-01 10:55:00,S4,175,70,0.73
2025-01-01 11:00:00,S4,134,42,0.37
2025-01-01 11:05:00,S4,153,52,0.57
2025-01-01 11:10:00,S4,75,29,0.67
2025-01-01 11:15:00,S4,134,55,0.18
2025-01-01 11:20:00,S4,141,47,0.88
2025-01-01 11:25:00,S4,154,70,0.13
2025-01-01 11:30:00,S4,116,38,0.73
2025-01-01 11:35:00,S4,76,37,0.85
2025-01-01 11:40:00,S4,155,24,0.77
2025-01-01 11:45:00,S4,67,36,0.43
2025-01-01 11:50:00,S4,84,63,0.72
2025-01-01 11:55:00,S4,116,31,0.77
2025-01-01 12:00:00,S4,96,66,0.71
2025-01-01 12:05:00,S4,114,52,0.27
2025-01-01 12:10:00,S4,174,28,0.17
2025-01-01 12:15:00,S4,91,65,0.49
2025-01-01 12:20:00,S4,102,26,0.1
2025-01-01 12:25:00,S4,120,30,0.13
2025-01-01 12:30:00,S4,129,62,0.62
2025-01-01 12:35:00,S4,84,65,0.15
2025-01-01 12:40:00,S4,185,21,0.36
2025-01-01 12:45:00,S4,114,27,0.89
2025-01-01 12:50:00,S4,125,61,0.68
2025-01-01 12:55:00,S4,100,63,0.23
2025-01-01 13:00:00,S4,152,36,0.63
2025-01-01 13:05:00,S4,72,24,0.49
2025-01-01 13:10:00,S4,169,42,0.21
2025-01-01 13:15:00,S4,105,30,0.66
2025-01-01 13:20:00,S4,119,33,0.45
2025-01-01 13:25:00,S4,115,35,0.3
2025-01-01 13:30:00,S4,103,70,0.28
2025-01-01 13:35:00,S4,115,66,0.68
2025-01-01 13:40:00,S4,71,52,0.4
2025-01-01 13:45:00,S4,81,40,0.36
2025-01-01 13:50:00,S4,124,24,0.5
2025-01-01 13:55:00,S4,190,66,0.35
2025-01-01 14:00:00,S4,96,25,0.25
2025-01-01 14:05:00,S4,192,20,0.66
2025-01-01 14:10:00,S4,187,42,0.75
2025-01-01 14:15:00,S4,76,52,0.14
2025-01-01 06:00:00,S5,116,45,0.38
2025-01-01 06:05:00,S5,50,49,0.15
2025-01-01 06:10:00,S5,142,28,0.61
2025-01-01 06:15:00,S5,188,61,0.78
2025-01-01 06:20:00,S5,103,47,0.7
2025-01-01 06:25:00,S5,111,53,0.76
2025-01-01 06:30:00,S5,163,24,0.89
2025-01-01 06:35:00,S5,101,27,0.24
2025-01-01 06:40:00,S5,147,66,0.47
2025-01-01 06:45:00,S5,142,28,0.88
2025-01-01 06:50:00,S5,122,30,0.1
2025-01-01 06:55:00,S5,124,26,0.88
2025-01-01 07:00:00,S5,67,40,0.36
2025-01-01 07:05:00,S5,175,67,0.6
2025-01-01 07:10:00,S5,60,52,0.69
2025-01-01 07:15:00,S5,151,42,0.68
2025-01-01 07:20:00,S5,114,29,0.6
2025-01-01 07:25:00,S5,166,53,0.32
2025-01-01 07:30:00,S5,165,29,0.58
2025-01-01 07:35:00,S5,55,47,0.35
2025-01-01 07:40:00,S5,170,59,0.63
2025-01-01 07:45:00,S5,114,49,0.28
2025-01-01 07:50:00,S5,126,46,0.36
2025-01-01 07:55:00,S5,83,38,0.17
2025-01-01 08:00:00,S5,76,34,0.85
2025-01-01 08:05:00,S5,181,27,0.71
2025-01-01 08:10:00,S5,145,51,0.34
2025-01-01 08:15:00,S5,172,26,0.3
2025-01-01 08:20:00,S5,166,63,0.75
2025-01-01 08:25:00,S5,200,34,0.39
2025-01-01 08:30:00,S5,89,35,0.14
2025-01-01 08:35:00,S5,104,32,0.15
2025-01-01 08:40:00,S5,160,61,0.56
2025-01-01 08:45:00,S5,179,44,0.62
2025-01-01 08:50:00,S5,105,46,0.63
2025-01-01 08:55:00,S5,90,38,0.86
2025-01-01 09:00:00,S5,151,43,0.58
2025-01-01 09:05:00,S5,165,60,0.16
2025-01-01 09:10:00,S5,55,54,0.66
2025-01-01 09:15:00,S5,181,53,0.86
2025-01-01 09:20:00,S5,159,54,0.62
2025-01-01 09:25:00,S5,174,40,0.78
2025-01-01 09:30:00,S5,195,46,0.17
2025-01-01 09:35:00,S5,131,23,0.16
2025-01-01 09:40:00,S5,157,45,0.17
2025-01-01 09:45:00,S5,102,48,0.46
2025-01-01 09:50:00,S5,198,42,0.89
2025-01-01 09:55:00,S5,127,62,0.33
2025-01-01 10:00:00,S5,169,30,0.33
2025-01-01 10:05:00,S5,164,27,0.28
2025-01-01 10:10:00,S5,97,48,0.53
2025-01-01 10:15:00,S5,79,35,0.39
2025-01-01 10:20:00,S5,52,28,0.75
2025-01-01 10:25:00,S5,137,63,0.29
2025-01-01 10:30:00,S5,91,70,0.51
2025-01-01 10:35:00,S5,107,66,0.88
2025-01-01 10:40:00,S5,198,40,0.35
2025-01-01 10:45:00,S5,158,40,0.33
2025-01-01 10:50:00,S5,197,28,0.56
2025-01-01 10:55:00,S5,54,32,0.61
2025-01-01 11:00:00,S5,167,36,0.37
2025-01-01 11:05:00,S5,59,43,0.46
2025-01-01 11:10:00,S5,145,67,0.57
2025-01-01 11:15:00,S5,122,63,0.53
2025-01-01 11:20:00,S5,119,54,0.67
2025-01-01 11:25:00,S5,165,41,0.51
2025-01-01 11:30:00,S5,122,31,0.83
2025-01-01 11:35:00,S5,118,67,0.81
2025-01-01 11:40:00,S5,98,24,0.71
2025-01-01 11:45:00,S5,126,44,0.37
2025-01-01 11:50:00,S5,67,33,0.78
2025-01-01 11:55:00,S5,76,20,0.31
2025-01-01 12:00:00,S5,192,60,0.21
2025-01-01 12:05:00,S5,149,36,0.54
2025-01-01 12:10:00,S5,50,70,0.39
2025-01-01 12:15:00,S5,172,55,0.54
2025-01-01 12:20:00,S5,195,37,0.48
2025-01-01 12:25:00,S5,119,56,0.59
2025-01-01 12:30:00,S5,69,28,0.47
2025-01-01 12:35:00,S5,92,20,0.89
2025-01-01 12:40:00,S5,67,49,0.68
2025-01-01 12:45:00,S5,78,25,0.88
2025-01-01 12:50:00,S5,55,64,0.84
2025-01-01 12:55:00,S5,148,37,0.37
2025-01-01 13:00:00,S5,103,32,0.4
2025-01-01 13:05:00,S5,54,48,0.74
2025-01-01 13:10:00,S5,127,36,0.36
2025-01-01 13:15:00,S5,84,46,0.73
2025-01-01 13:20:00,S5,86,28,0.51
2025-01-01 13:25:00,S5,151,34,0.89
2025-01-01 13:30:00,S5,89,46,0.89
2025-01-01 13:35:00,S5,102,25,0.19
2025-01-01 13:40:00,S5,142,69,0.37
2025-01-01 13:45:00,S5,106,39,0.32
2025-01-01 13:50:00,S5,66,37,0.76
2025-01-01 13:55:00,S5,138,45,0.46
2025-01-01 14:00:00,S5,167,43,0.28
2025-01-01 14:05:00,S5,196,40,0.68
2025-01-01 14:10:00,S5,87,56,0.67
2025-01-01 14:15:00,S5,57,67,0.5
2025-01-01 06:00:00,S6,130,57,0.75
2025-01-01 06:05:00,S6,172,52,0.46
2025-01-01 06:10:00,S6,63,43,0.19
2025-01-01 06:15:00,S6,123,45,0.58
2025-01-01 06:20:00,S6,100,69,0.74
2025-01-01 06:25:00,S6,195,32,0.38
2025-01-01 06:30:00,S6,152,29,0.74
2025-01-01 06:35:00,S6,121,39,0.79
2025-01-01 06:40:00,S6,161,59,0.56
2025-01-01 06:45:00,S6,172,30,0.86
2025-01-01 06:50:00,S6,108,42,0.82
2025-01-01 06:55:00,S6,92,21,0.25
2025-01-01 07:00:00,S6,64,24,0.85
2025-01-01 07:05:00,S6,168,21,0.54
2025-01-01 07:10:00,S6,115,69,0.88
2025-01-01 07:15:00,S6,157,39,0.89
2025-01-01 07:20:00,S6,178,54,0.28
2025-01-01 07:25:00,S6,93,64,0.38
2025-01-01 07:30:00,S6,115,48,0.14
2025-01-01 07:35:00,S6,91,56,0.62
2025-01-01 07:40:00,S6,154,63,0.46
2025-01-01 07:45:00,S6,173,67,0.22
2025-01-01 07:50:00,S6,57,48,0.62
2025-01-01 07:55:00,S6,132,68,0.72
2025-01-01 08:00:00,S6,52,63,0.43
2025-01-01 08:05:00,S6,111,42,0.4
2025-01-01 08:10:00,S6,104,41,0.59
2025-01-01 08:15:00,S6,78,65,0.36
2025-01-01 08:20:00,S6,177,63,0.42
2025-01-01 08:25:00,S6,79,57,0.75
2025-01-01 08:30:00,S6,146,65,0.18
2025-01-01 08:35:00,S6,79,62,0.25
2025-01-01 08:40:00,S6,81,69,0.52
2025-01-01 08:45:00,S6,96,49,0.5
2025-01-01 08:50:00,S6,197,39,0.6
2025-01-01 08:55:00,S6,195,37,0.73
2025-01-01 09:00:00,S6,73,66,0.26
2025-01-01 09:05:00,S6,132,65,0.13
2025-01-01 09:10:00,S6,102,55,0.65
2025-01-01 09:15:00,S6,182,39,0.41
2025-01-01 09:20:00,S6,101,48,0.34
2025-01-01 09:25:00,S6,160,20,0.29
2025-01-01 09:30:00,S6,86,29,0.18
2025-01-01 09:35:00,S6,116,29,0.14
2025-01-01 09:40:00,S6,166,21,0.88
2025-01-01 09:45:00,S6,139,45,0.8
2025-01-01 09:50:00,S6,155,57,0.63
2025-01-01 09:55:00,S6,153,63,0.5
2025-01-01 10:00:00,S6,161,58,0.84
2025-01-01 10:05:00,S6,55,53,0.56
2025-01-01 10:10:00,S6,62,70,0.7
2025-01-01 10:15:00,S6,123,53,0.14
2025-01-01 10:20:00,S6,188,56,0.32
2025-01-01 10:25:00,S6,134,31,0.44
2025-01-01 10:30:00,S6,50,47,0.11
2025-01-01 10:35:00,S6,123,53,0.68
2025-01-01 10:40:00,S6,113,39,0.88
2025-01-01 10:45:00,S6,159,28,0.37
2025-01-01 10:50:00,S6,125,44,0.48
2025-01-01 10:55:00,S6,154,63,0.57
2025-01-01 11:00:00,S6,159,66,0.12
2025-01-01 11:05:00,S6,81,67,0.82
2025-01-01 11:10:00,S6,92,45,0.36
2025-01-01 11:15:00,S6,103,63,0.4
2025-01-01 11:20:00,S6,53,46,0.27
2025-01-01 11:25:00,S6,169,52,0.27
2025-01-01 11:30:00,S6,107,26,0.42
2025-01-01 11:35:00,S6,172,64,0.58
2025-01-01 11:40:00,S6,73,59,0.61
2025-01-01 11:45:00,S6,144,68,0.49
2025-01-01 11:50:00,S6,129,23,0.75
2025-01-01 11:55:00,S6,132,23,0.11
2025-01-01 12:00:00,S6,191,31,0.37
2025-01-01 12:05:00,S6,120,68,0.84
2025-01-01 12:10:00,S6,134,25,0.52
2025-01-01 12:15:00,S6,156,45,0.6
2025-01-01 12:20:00,S6,122,35,0.61
2025-01-01 12:25:00,S6,86,45,0.89
2025-01-01 12:30:00,S6,73,51,0.27
2025-01-01 12:35:00,S6,103,49,0.36
2025-01-01 12:40:00,S6,172,65,0.78
